"Year","Media","Pais"
"2000","25.39","Venezuela"
"2000","23.98","Vietnam"
"2000","26.73","Virgin Islands"
"2000","23.02","Western Sahara"
"2000","27.44","Yemen"
"2000","21.56","Zambia"
"2000","21.15","Zimbabwe"
"2001","15.78","Afghanistan"
"2001","24.84","Africa"
"2001","6.4","Åland"
"2001","13.69","Albania"
"2001","24.72","Algeria"
"2001","27.23","American Samoa"
"2001","12.22","Andorra"
"2001","22.5","Angola"
"2001","27.41","Anguilla"
"2001","27.25","Antigua And Barbuda"
"2001","15.37","Argentina"
"2001","10.44","Armenia"
"2001","28.63","Aruba"
"2001","8.45","Asia"
"2001","21.79","Australia"
"2001","7.19","Austria"
"2001","13.1","Azerbaijan"
"2001","25.58","Bahamas"
"2001","27.43","Bahrain"
"2001","26.04","Baker Island"
"2001","25.34","Bangladesh"
"2001","27.22","Barbados"
"2001","7.09","Belarus"
"2001","10.54","Belgium"
"2001","25.52","Belize"
"2001","27.68","Benin"
"2001","12.43","Bhutan"
"2001","21.23","Bolivia"
"2001","27.88","Bonaire, Saint Eustatius And Saba"
"2001","11.38","Bosnia And Herzegovina"
"2001","22.35","Botswana"
"2001","25.5","Brazil"
"2001","27.13","British Virgin Islands"
"2001","11.62","Bulgaria"
"2001","28.73","Burkina Faso"
"2001","24.33","Burma"
"2001","20.51","Burundi"
"2001","27.25","Cambodia"
"2001","24.65","Cameroon"
"2001","-3.1","Canada"
"2001","25.29","Cape Verde"
"2001","27.31","Cayman Islands"
"2001","25.71","Central African Republic"
"2001","27.64","Chad"
"2001","9.82","Chile"
"2001","7.6","China"
"2001","26.35","Christmas Island"
"2001","25.41","Colombia"
"2001","26.41","Comoros"
"2001","24.73","Congo"
"2001","24.26","Congo (Democratic Republic Of The)"
"2001","26.11","Costa Rica"
"2001","26.67","Côte D'Ivoire"
"2001","12.41","Croatia"
"2001","25.86","Cuba"
"2001","28.01","Curaçao"
"2001","20.01","Cyprus"
"2001","8.38","Czech Republic"
"2001","-17.07","Denmark"
"2001","8.62","Denmark (Europe)"
"2001","29.48","Djibouti"
"2001","26.9","Dominica"
"2001","26.34","Dominican Republic"
"2001","22.24","Ecuador"
"2001","23.62","Egypt"
"2001","25.49","El Salvador"
"2001","25.21","Equatorial Guinea"
"2001","27.41","Eritrea"
"2001","5.97","Estonia"
"2001","23.66","Ethiopia"
"2001","8.79","Europe"
"2001","6.65","Falkland Islands (Islas Malvinas)"
"2001","7.13","Faroe Islands"
"2001","27.51","Federated States Of Micronesia"
"2001","25.75","Fiji"
"2001","2.1","Finland"
"2001","13.7","France"
"2001","11.36","France (Europe)"
"2001","26.36","French Guiana"
"2001","26.62","French Polynesia"
"2001","5.16","French Southern And Antarctic Lands"
"2001","24.51","Gabon"
"2001","28.49","Gambia"
"2001","20.56","Gaza Strip"
"2001","9.86","Georgia"
"2001","9.09","Germany"
"2001","27.28","Ghana"
"2001","15.93","Greece"
"2001","-17.6","Greenland"
"2001","27.51","Grenada"
"2001","27.15","Guadeloupe"
"2001","27.59","Guam"
"2001","23.58","Guatemala"
"2001","11.88","Guernsey"
"2001","26.29","Guinea"
"2001","27.66","Guinea Bissau"
"2001","26.58","Guyana"
"2001","27.01","Haiti"
"2001","2.85","Heard Island And Mcdonald Islands"
"2001","25.15","Honduras"
"2001","23.37","Hong Kong"
"2001","10.52","Hungary"
"2001","2.36","Iceland"
"2001","24.58","India"
"2001","26.33","Indonesia"
"2001","19.47","Iran"
"2001","23.52","Iraq"
"2001","10.02","Ireland"
"2001","9.97","Isle Of Man"
"2001","20.93","Israel"
"2001","13.95","Italy"
"2001","26.7","Jamaica"
"2001","12.45","Japan"
"2001","11.88","Jersey"
"2001","20.73","Jordan"
"2001","6.81","Kazakhstan"
"2001","24.46","Kenya"
"2001","27.82","Kingman Reef"
"2001","27.39","Kiribati"
"2001","26.65","Kuwait"
"2001","4.78","Kyrgyzstan"
"2001","24.16","Laos"
"2001","6.54","Latvia"
"2001","19.06","Lebanon"
"2001","14.33","Lesotho"
"2001","26.15","Liberia"
"2001","23.41","Libya"
"2001","5.59","Liechtenstein"
"2001","7.12","Lithuania"
"2001","10.21","Luxembourg"
"2001","23.1","Macau"
"2001","11.47","Macedonia"
"2001","23.59","Madagascar"
"2001","22","Malawi"
"2001","26.5","Malaysia"
"2001","29.31","Mali"
"2001","19.91","Malta"
"2001","26.9","Martinique"
"2001","28.88","Mauritania"
"2001","24.49","Mauritius"
"2001","27.03","Mayotte"
"2001","21.13","Mexico"
"2001","10","Moldova"
"2001","10.21","Monaco"
"2001","0.75","Mongolia"
"2001","11.24","Montenegro"
"2001","27.2","Montserrat"
"2001","19.23","Morocco"
"2001","24.25","Mozambique"
"2001","21.24","Namibia"
"2001","15.59","Nepal"
"2001","10.58","Netherlands"
"2001","10.19","Netherlands (Europe)"
"2001","23.5","New Caledonia"
"2001","11.19","New Zealand"
"2001","26.41","Nicaragua"
"2001","28.12","Niger"
"2001","27.09","Nigeria"
"2001","25.81","Niue"
"2001","3.53","North America"
"2001","7.73","North Korea"
"2001","27.59","Northern Mariana Islands"
"2001","0.7","Norway"
"2001","21.68","Oceania"
"2001","28.08","Oman"
"2001","21.93","Pakistan"
"2001","27.76","Palau"
"2001","24.19","Palestina"
"2001","27.86","Palmyra Atoll"
"2001","26.67","Panama"
"2001","25.05","Papua New Guinea"
"2001","24.29","Paraguay"
"2001","20.23","Peru"
"2001","27.1","Philippines"
"2001","8.33","Poland"
"2001","15.41","Portugal"
"2001","26.27","Puerto Rico"
"2001","28.31","Qatar"
"2001","24.27","Reunion"
"2001","9.64","Romania"
"2001","-4.49","Russia"
"2001","19.66","Rwanda"
"2001","27.41","Saint Barthélemy"
"2001","26.67","Saint Kitts And Nevis"
"2001","27.42","Saint Lucia"
"2001","27.41","Saint Martin"
"2001","5.68","Saint Pierre And Miquelon"
"2001","27.57","Saint Vincent And The Grenadines"
"2001","26.95","Samoa"
"2001","15.14","San Marino"
"2001","26.06","Sao Tome And Principe"
"2001","26.77","Saudi Arabia"
"2001","28.94","Senegal"
"2001","10.91","Serbia"
"2001","27.47","Seychelles"
"2001","26.83","Sierra Leone"
"2001","27.19","Singapore"
"2001","27.41","Sint Maarten"
"2001","8.31","Slovakia"
"2001","10.89","Slovenia"
"2001","27.45","Solomon Islands"
"2001","27.48","Somalia"
"2001","17.87","South Africa"
"2001","22.5","South America"
"2001","2.5","South Georgia And The South Sandwich Isla"
"2001","12.84","South Korea"
"2001","14.62","Spain"
"2001","27.66","Sri Lanka"
"2001","27.73","Sudan"
"2001","26.8","Suriname"
"2001","-6.3","Svalbard And Jan Mayen"
"2001","19.55","Swaziland"
"2001","3.14","Sweden"
"2001","7.98","Switzerland"
"2001","19.4","Syria"
"2001","22.8","Taiwan"
"2001","5.72","Tajikistan"
"2001","22.75","Tanzania"
"2001","26.68","Thailand"
"2001","26.39","Timor Leste"
"2001","27.41","Togo"
"2001","24","Tonga"
"2001","26.95","Trinidad And Tobago"
"2001","21.7","Tunisia"
"2001","13.28","Turkey"
"2001","16.57","Turkmenistan"
"2001","27.25","Turks And Caicas Islands"
"2001","23.41","Uganda"
"2001","8.94","Ukraine"
"2001","29.01","United Arab Emirates"
"2001","9.14","United Kingdom"
"2001","9.29","United Kingdom (Europe)"
"2001","9.79","United States"
"2001","18.57","Uruguay"
"2001","14","Uzbekistan"
"2001","25.77","Venezuela"
"2001","24.18","Vietnam"
"2001","27.13","Virgin Islands"
"2001","23.7","Western Sahara"
"2001","27.07","Yemen"
"2001","21.8","Zambia"
"2001","21.69","Zimbabwe"
"2002","15.54","Afghanistan"
"2002","24.96","Africa"
"2002","6.8","Åland"
"2002","13.56","Albania"
"2002","24.26","Algeria"
"2002","27.54","American Samoa"
"2002","12.32","Andorra"
"2002","22.93","Angola"
"2002","27.54","Anguilla"
"2002","27.36","Antigua And Barbuda"
"2002","15.18","Argentina"
"2002","9.6","Armenia"
"2002","28.85","Aruba"
"2002","8.65","Asia"
"2002","22.46","Australia"
"2002","7.92","Austria"
"2002","12.43","Azerbaijan"
"2002","26.12","Bahamas"
"2002","27.27","Bahrain"
"2002","26.25","Baker Island"
"2002","25.38","Bangladesh"
"2002","27.27","Barbados"
"2002","7.7","Belarus"
"2002","11.04","Belgium"
"2002","25.79","Belize"
"2002","27.82","Benin"
"2002","12.18","Bhutan"
"2002","21.61","Bolivia"
"2002","28.07","Bonaire, Saint Eustatius And Saba"
"2002","11.86","Bosnia And Herzegovina"
"2002","22.99","Botswana"
"2002","25.8","Brazil"
"2002","27.3","British Virgin Islands"
"2002","11.68","Bulgaria"
"2002","28.98","Burkina Faso"
"2002","24.29","Burma"
"2002","20.75","Burundi"
"2002","27.56","Cambodia"
"2002","24.95","Cameroon"
"2002","-4.36","Canada"
"2002","25.1","Cape Verde"
"2002","27.72","Cayman Islands"
"2002","25.82","Central African Republic"
"2002","27.77","Chad"
"2002","9.74","Chile"
"2002","7.8","China"
"2002","26.73","Christmas Island"
"2002","25.57","Colombia"
"2002","26.66","Comoros"
"2002","25.05","Congo"
"2002","24.56","Congo (Democratic Republic Of The)"
"2002","26.31","Costa Rica"
"2002","26.77","Côte D'Ivoire"
"2002","12.9","Croatia"
"2002","26.31","Cuba"
"2002","28.24","Curaçao"
"2002","19.73","Cyprus"
"2002","9.2","Czech Republic"
"2002","-16.29","Denmark"
"2002","9.44","Denmark (Europe)"
"2002","29.53","Djibouti"
"2002","26.94","Dominica"
"2002","26.58","Dominican Republic"
"2002","22.76","Ecuador"
"2002","23.72","Egypt"
"2002","25.71","El Salvador"
"2002","25.53","Equatorial Guinea"
"2002","27.64","Eritrea"
"2002","6.21","Estonia"
"2002","23.82","Ethiopia"
"2002","9.22","Europe"
"2002","6.04","Falkland Islands (Islas Malvinas)"
"2002","7.89","Faroe Islands"
"2002","27.59","Federated States Of Micronesia"
"2002","25.71","Fiji"
"2002","2.23","Finland"
"2002","14.05","France"
"2002","11.77","France (Europe)"
"2002","26.49","French Guiana"
"2002","26.98","French Polynesia"
"2002","5.2","French Southern And Antarctic Lands"
"2002","24.83","Gabon"
"2002","28.55","Gambia"
"2002","20.28","Gaza Strip"
"2002","9.21","Georgia"
"2002","9.64","Germany"
"2002","27.4","Ghana"
"2002","15.62","Greece"
"2002","-16.82","Greenland"
"2002","27.53","Grenada"
"2002","27.23","Guadeloupe"
"2002","27.41","Guam"
"2002","23.83","Guatemala"
"2002","12.25","Guernsey"
"2002","26.51","Guinea"
"2002","27.8","Guinea Bissau"
"2002","26.61","Guyana"
"2002","27.25","Haiti"
"2002","2.85","Heard Island And Mcdonald Islands"
"2002","25.43","Honduras"
"2002","23.6","Hong Kong"
"2002","11.43","Hungary"
"2002","2.67","Iceland"
"2002","24.91","India"
"2002","26.53","Indonesia"
"2002","19.14","Iran"
"2002","22.9","Iraq"
"2002","10.42","Ireland"
"2002","10.52","Isle Of Man"
"2002","20.73","Israel"
"2002","13.93","Italy"
"2002","27","Jamaica"
"2002","12.84","Japan"
"2002","12.25","Jersey"
"2002","20.32","Jordan"
"2002","7.3","Kazakhstan"
"2002","24.66","Kenya"
"2002","28.01","Kingman Reef"
"2002","27.66","Kiribati"
"2002","26.39","Kuwait"
"2002","4.71","Kyrgyzstan"
"2002","24.22","Laos"
"2002","6.92","Latvia"
"2002","18.68","Lebanon"
"2002","14.39","Lesotho"
"2002","26.24","Liberia"
"2002","23.41","Libya"
"2002","6.26","Liechtenstein"
"2002","7.71","Lithuania"
"2002","10.71","Luxembourg"
"2002","23.3","Macau"
"2002","11.28","Macedonia"
"2002","23.62","Madagascar"
"2002","22.22","Malawi"
"2002","26.75","Malaysia"
"2002","29.43","Mali"
"2002","19.55","Malta"
"2002","26.94","Martinique"
"2002","28.65","Mauritania"
"2002","24.4","Mauritius"
"2002","27.37","Mayotte"
"2002","21.22","Mexico"
"2002","10.54","Moldova"
"2002","10.26","Monaco"
"2002","1.1","Mongolia"
"2002","11.42","Montenegro"
"2002","27.31","Montserrat"
"2002","18.71","Morocco"
"2002","24.43","Mozambique"
"2002","21.55","Namibia"
"2002","15.65","Nepal"
"2002","11.02","Netherlands"
"2002","10.63","Netherlands (Europe)"
"2002","23.47","New Caledonia"
"2002","11","New Zealand"
"2002","26.66","Nicaragua"
"2002","28.15","Niger"
"2002","27.46","Nigeria"
"2002","25.99","Niue"
"2002","3.12","North America"
"2002","7.93","North Korea"
"2002","27.41","Northern Mariana Islands"
"2002","1.37","Norway"
"2002","22.28","Oceania"
"2002","27.99","Oman"
"2002","22.03","Pakistan"
"2002","27.8","Palau"
"2002","23.97","Palestina"
"2002","28.04","Palmyra Atoll"
"2002","27.21","Panama"
"2002","25.1","Papua New Guinea"
"2002","24.76","Paraguay"
"2002","20.54","Peru"
"2002","27.08","Philippines"
"2002","9.17","Poland"
"2002","15.46","Portugal"
"2002","26.48","Puerto Rico"
"2002","28.19","Qatar"
"2002","24.15","Reunion"
"2002","10.39","Romania"
"2002","-4.12","Russia"
"2002","19.95","Rwanda"
"2002","27.54","Saint Barthélemy"
"2002","26.78","Saint Kitts And Nevis"
"2002","27.46","Saint Lucia"
"2002","27.54","Saint Martin"
"2002","4.65","Saint Pierre And Miquelon"
"2002","27.6","Saint Vincent And The Grenadines"
"2002","27.24","Samoa"
"2002","15.14","San Marino"
"2002","26.4","Sao Tome And Principe"
"2002","26.63","Saudi Arabia"
"2002","28.98","Senegal"
"2002","11.41","Serbia"
"2002","27.53","Seychelles"
"2002","26.99","Sierra Leone"
"2002","27.41","Singapore"
"2002","27.54","Sint Maarten"
"2002","9.14","Slovakia"
"2002","11.34","Slovenia"
"2002","27.38","Solomon Islands"
"2002","27.52","Somalia"
"2002","17.95","South Africa"
"2002","22.68","South America"
"2002","1.67","South Georgia And The South Sandwich Isla"
"2002","12.82","South Korea"
"2002","14.65","Spain"
"2002","27.8","Sri Lanka"
"2002","27.91","Sudan"
"2002","26.9","Suriname"
"2002","-6.34","Svalbard And Jan Mayen"
"2002","19.6","Swaziland"
"2002","3.8","Sweden"
"2002","8.48","Switzerland"
"2002","18.86","Syria"
"2002","23.14","Taiwan"
"2002","5.29","Tajikistan"
"2002","23","Tanzania"
"2002","26.79","Thailand"
"2002","26.62","Timor Leste"
"2002","27.5","Togo"
"2002","23.89","Tonga"
"2002","26.85","Trinidad And Tobago"
"2002","21.33","Tunisia"
"2002","12.34","Turkey"
"2002","16.38","Turkmenistan"
"2002","27.7","Turks And Caicas Islands"
"2002","23.83","Uganda"
"2002","9.38","Ukraine"
"2002","29.06","United Arab Emirates"
"2002","9.68","United Kingdom"
"2002","9.91","United Kingdom (Europe)"
"2002","9.82","United States"
"2002","17.99","Uruguay"
"2002","13.87","Uzbekistan"
"2002","25.77","Venezuela"
"2002","24.39","Vietnam"
"2002","27.3","Virgin Islands"
"2002","23.46","Western Sahara"
"2002","27.13","Yemen"
"2002","22.29","Zambia"
"2002","22.08","Zimbabwe"
"2003","14.92","Afghanistan"
"2003","25.03","Africa"
"2003","6.32","Åland"
"2003","13.63","Albania"
"2003","24.39","Algeria"
"2003","27.26","American Samoa"
"2003","12.9","Andorra"
"2003","23.07","Angola"
"2003","27.68","Anguilla"
"2003","27.51","Antigua And Barbuda"
"2003","15.52","Argentina"
"2003","9.42","Armenia"
"2003","28.85","Aruba"
"2003","8.53","Asia"
"2003","22.44","Australia"
"2003","7.51","Austria"
"2003","11.98","Azerbaijan"
"2003","26.18","Bahamas"
"2003","27.37","Bahrain"
"2003","26.13","Baker Island"
"2003","25.28","Bangladesh"
"2003","27.44","Barbados"
"2003","6.72","Belarus"
"2003","10.87","Belgium"
"2003","25.87","Belize"
"2003","27.96","Benin"
"2003","12.23","Bhutan"
"2003","21.26","Bolivia"
"2003","28.11","Bonaire, Saint Eustatius And Saba"
"2003","11.5","Bosnia And Herzegovina"
"2003","23.4","Botswana"
"2003","25.62","Brazil"
"2003","27.38","British Virgin Islands"
"2003","10.95","Bulgaria"
"2003","28.88","Burkina Faso"
"2003","24.29","Burma"
"2003","20.93","Burundi"
"2003","27.3","Cambodia"
"2003","25.01","Cameroon"
"2003","-3.86","Canada"
"2003","24.83","Cape Verde"
"2003","27.65","Cayman Islands"
"2003","26.01","Central African Republic"
"2003","27.88","Chad"
"2003","10.08","Chile"
"2003","7.52","China"
"2003","26.69","Christmas Island"
"2003","25.66","Colombia"
"2003","26.6","Comoros"
"2003","25.06","Congo"
"2003","24.57","Congo (Democratic Republic Of The)"
"2003","26.58","Costa Rica"
"2003","26.94","Côte D'Ivoire"
"2003","12.57","Croatia"
"2003","26.36","Cuba"
"2003","28.27","Curaçao"
"2003","19.74","Cyprus"
"2003","8.87","Czech Republic"
"2003","-15.75","Denmark"
"2003","9","Denmark (Europe)"
"2003","29.76","Djibouti"
"2003","27.08","Dominica"
"2003","26.63","Dominican Republic"
"2003","22.67","Ecuador"
"2003","23.5","Egypt"
"2003","25.72","El Salvador"
"2003","25.63","Equatorial Guinea"
"2003","27.73","Eritrea"
"2003","5.66","Estonia"
"2003","23.86","Ethiopia"
"2003","8.98","Europe"
"2003","6.53","Falkland Islands (Islas Malvinas)"
"2003","8.22","Faroe Islands"
"2003","27.64","Federated States Of Micronesia"
"2003","25.45","Fiji"
"2003","2.5","Finland"
"2003","14.34","France"
"2003","12.08","France (Europe)"
"2003","26.78","French Guiana"
"2003","26.92","French Polynesia"
"2003","5.52","French Southern And Antarctic Lands"
"2003","24.91","Gabon"
"2003","28.23","Gambia"
"2003","20.15","Gaza Strip"
"2003","8.8","Georgia"
"2003","9.49","Germany"
"2003","27.53","Ghana"
"2003","15.47","Greece"
"2003","-16.26","Greenland"
"2003","27.72","Grenada"
"2003","27.39","Guadeloupe"
"2003","27.27","Guam"
"2003","23.99","Guatemala"
"2003","12.24","Guernsey"
"2003","26.41","Guinea"
"2003","27.46","Guinea Bissau"
"2003","27","Guyana"
"2003","27.33","Haiti"
"2003","3.25","Heard Island And Mcdonald Islands"
"2003","25.55","Honduras"
"2003","23.42","Hong Kong"
"2003","10.6","Hungary"
"2003","3.34","Iceland"
"2003","24.65","India"
"2003","26.45","Indonesia"
"2003","18.92","Iran"
"2003","22.96","Iraq"
"2003","10.52","Ireland"
"2003","10.57","Isle Of Man"
"2003","20.61","Israel"
"2003","14.3","Italy"
"2003","27.07","Jamaica"
"2003","12.51","Japan"
"2003","12.24","Jersey"
"2003","20.33","Jordan"
"2003","6.13","Kazakhstan"
"2003","24.86","Kenya"
"2003","28.14","Kingman Reef"
"2003","27.77","Kiribati"
"2003","26.5","Kuwait"
"2003","4.04","Kyrgyzstan"
"2003","24.33","Laos"
"2003","6.28","Latvia"
"2003","18.55","Lebanon"
"2003","14.68","Lesotho"
"2003","26.39","Liberia"
"2003","23.37","Libya"
"2003","6.12","Liechtenstein"
"2003","6.83","Lithuania"
"2003","10.7","Luxembourg"
"2003","23.17","Macau"
"2003","11.21","Macedonia"
"2003","23.5","Madagascar"
"2003","22.23","Malawi"
"2003","26.58","Malaysia"
"2003","29.43","Mali"
"2003","19.76","Malta"
"2003","27.08","Martinique"
"2003","28.56","Mauritania"
"2003","24.52","Mauritius"
"2003","27.14","Mayotte"
"2003","21.33","Mexico"
"2003","9.43","Moldova"
"2003","10.73","Monaco"
"2003","0.05","Mongolia"
"2003","11.28","Montenegro"
"2003","27.46","Montserrat"
"2003","18.86","Morocco"
"2003","24.42","Mozambique"
"2003","22.04","Namibia"
"2003","15.47","Nepal"
"2003","10.7","Netherlands"
"2003","10.31","Netherlands (Europe)"
"2003","23.26","New Caledonia"
"2003","10.93","New Zealand"
"2003","26.93","Nicaragua"
"2003","28.3","Niger"
"2003","27.43","Nigeria"
"2003","25.69","Niue"
"2003","3.36","North America"
"2003","8.05","North Korea"
"2003","27.27","Northern Mariana Islands"
"2003","1.28","Norway"
"2003","22.25","Oceania"
"2003","28.27","Oman"
"2003","21.43","Pakistan"
"2003","27.63","Palau"
"2003","23.79","Palestina"
"2003","28.17","Palmyra Atoll"
"2003","27.25","Panama"
"2003","25.07","Papua New Guinea"
"2003","24.26","Paraguay"
"2003","20.49","Peru"
"2003","27.01","Philippines"
"2003","8.39","Poland"
"2003","15.82","Portugal"
"2003","26.51","Puerto Rico"
"2003","28.33","Qatar"
"2003","24.2","Reunion"
"2003","9.34","Romania"
"2003","-3.83","Russia"
"2003","20.09","Rwanda"
"2003","27.68","Saint Barthélemy"
"2003","26.92","Saint Kitts And Nevis"
"2003","27.61","Saint Lucia"
"2003","27.68","Saint Martin"
"2003","5.2","Saint Pierre And Miquelon"
"2003","27.74","Saint Vincent And The Grenadines"
"2003","27.02","Samoa"
"2003","15.36","San Marino"
"2003","26.57","Sao Tome And Principe"
"2003","26.82","Saudi Arabia"
"2003","28.7","Senegal"
"2003","10.8","Serbia"
"2003","27.69","Seychelles"
"2003","26.99","Sierra Leone"
"2003","27.31","Singapore"
"2003","27.68","Sint Maarten"
"2003","8.49","Slovakia"
"2003","11.01","Slovenia"
"2003","27.38","Solomon Islands"
"2003","27.79","Somalia"
"2003","18.26","South Africa"
"2003","22.65","South America"
"2003","1.95","South Georgia And The South Sandwich Isla"
"2003","12.65","South Korea"
"2003","15","Spain"
"2003","27.8","Sri Lanka"
"2003","27.85","Sudan"
"2003","27.2","Suriname"
"2003","-7.81","Svalbard And Jan Mayen"
"2003","20","Swaziland"
"2003","3.73","Sweden"
"2003","8.67","Switzerland"
"2003","18.84","Syria"
"2003","22.89","Taiwan"
"2003","4.89","Tajikistan"
"2003","23.28","Tanzania"
"2003","26.65","Thailand"
"2003","26.61","Timor Leste"
"2003","27.67","Togo"
"2003","23.92","Tonga"
"2003","27.13","Trinidad And Tobago"
"2003","21.48","Tunisia"
"2003","12.33","Turkey"
"2003","15.64","Turkmenistan"
"2003","27.82","Turks And Caicas Islands"
"2003","23.84","Uganda"
"2003","8.22","Ukraine"
"2003","29.23","United Arab Emirates"
"2003","9.74","United Kingdom"
"2003","9.94","United Kingdom (Europe)"
"2003","9.76","United States"
"2003","17.6","Uruguay"
"2003","13.16","Uzbekistan"
"2003","26.01","Venezuela"
"2003","24.5","Vietnam"
"2003","27.38","Virgin Islands"
"2003","23.41","Western Sahara"
"2003","27.36","Yemen"
"2003","22.16","Zambia"
"2003","21.89","Zimbabwe"
"2004","15.77","Afghanistan"
"2004","24.9","Africa"
"2004","6.52","Åland"
"2004","13.26","Albania"
"2004","23.92","Algeria"
"2004","27.28","American Samoa"
"2004","12.04","Andorra"
"2004","22.57","Angola"
"2004","27.33","Anguilla"
"2004","27.15","Antigua And Barbuda"
"2004","15.44","Argentina"
"2004","9.72","Armenia"
"2004","28.51","Aruba"
"2004","8.49","Asia"
"2004","22.29","Australia"
"2004","6.91","Austria"
"2004","12.62","Azerbaijan"
"2004","25.85","Bahamas"
"2004","27.15","Bahrain"
"2004","26.08","Baker Island"
"2004","25.39","Bangladesh"
"2004","27.23","Barbados"
"2004","6.91","Belarus"
"2004","10.45","Belgium"
"2004","25.74","Belize"
"2004","27.87","Benin"
"2004","12.21","Bhutan"
"2004","21.57","Bolivia"
"2004","27.69","Bonaire, Saint Eustatius And Saba"
"2004","11","Bosnia And Herzegovina"
"2004","22.35","Botswana"
"2004","25.5","Brazil"
"2004","27.03","British Virgin Islands"
"2004","11.24","Bulgaria"
"2004","28.99","Burkina Faso"
"2004","24.11","Burma"
"2004","20.96","Burundi"
"2004","27.18","Cambodia"
"2004","25.17","Cameroon"
"2004","-4.92","Canada"
"2004","24.89","Cape Verde"
"2004","27.59","Cayman Islands"
"2004","26.14","Central African Republic"
"2004","28.02","Chad"
"2004","10.21","Chile"
"2004","7.71","China"
"2004","26.59","Christmas Island"
"2004","25.55","Colombia"
"2004","26.39","Comoros"
"2004","25.13","Congo"
"2004","24.55","Congo (Democratic Republic Of The)"
"2004","26.53","Costa Rica"
"2004","26.83","Côte D'Ivoire"
"2004","11.92","Croatia"
"2004","26.27","Cuba"
"2004","27.89","Curaçao"
"2004","19.6","Cyprus"
"2004","8.45","Czech Republic"
"2004","-16.77","Denmark"
"2004","9.02","Denmark (Europe)"
"2004","29.54","Djibouti"
"2004","26.83","Dominica"
"2004","26.36","Dominican Republic"
"2004","22.65","Ecuador"
"2004","23.51","Egypt"
"2004","25.74","El Salvador"
"2004","25.59","Equatorial Guinea"
"2004","27.58","Eritrea"
"2004","5.94","Estonia"
"2004","23.78","Ethiopia"
"2004","8.83","Europe"
"2004","7.39","Falkland Islands (Islas Malvinas)"
"2004","7.85","Faroe Islands"
"2004","27.72","Federated States Of Micronesia"
"2004","25.51","Fiji"
"2004","2.61","Finland"
"2004","13.66","France"
"2004","11.27","France (Europe)"
"2004","26.73","French Guiana"
"2004","26.73","French Polynesia"
"2004","5.44","French Southern And Antarctic Lands"
"2004","24.85","Gabon"
"2004","28.37","Gambia"
"2004","20.08","Gaza Strip"
"2004","9.22","Georgia"
"2004","9.05","Germany"
"2004","27.42","Ghana"
"2004","15.46","Greece"
"2004","-17.3","Greenland"
"2004","27.47","Grenada"
"2004","27.04","Guadeloupe"
"2004","27.55","Guam"
"2004","23.8","Guatemala"
"2004","11.95","Guernsey"
"2004","26.4","Guinea"
"2004","27.63","Guinea Bissau"
"2004","26.87","Guyana"
"2004","27.18","Haiti"
"2004","3.02","Heard Island And Mcdonald Islands"
"2004","25.46","Honduras"
"2004","23.25","Hong Kong"
"2004","10.31","Hungary"
"2004","2.95","Iceland"
"2004","24.63","India"
"2004","26.43","Indonesia"
"2004","19.15","Iran"
"2004","22.78","Iraq"
"2004","10.44","Ireland"
"2004","10.6","Isle Of Man"
"2004","20.49","Israel"
"2004","13.56","Italy"
"2004","26.9","Jamaica"
"2004","13.44","Japan"
"2004","11.95","Jersey"
"2004","20.26","Jordan"
"2004","7.39","Kazakhstan"
"2004","24.87","Kenya"
"2004","28.04","Kingman Reef"
"2004","27.68","Kiribati"
"2004","26.16","Kuwait"
"2004","5.03","Kyrgyzstan"
"2004","23.86","Laos"
"2004","6.33","Latvia"
"2004","18.47","Lebanon"
"2004","14.56","Lesotho"
"2004","26.28","Liberia"
"2004","23.28","Libya"
"2004","5.43","Liechtenstein"
"2004","6.84","Lithuania"
"2004","9.98","Luxembourg"
"2004","22.99","Macau"
"2004","11.06","Macedonia"
"2004","23.45","Madagascar"
"2004","21.87","Malawi"
"2004","26.58","Malaysia"
"2004","29.43","Mali"
"2004","19.17","Malta"
"2004","26.83","Martinique"
"2004","28.63","Mauritania"
"2004","24.25","Mauritius"
"2004","27.01","Mayotte"
"2004","20.92","Mexico"
"2004","9.9","Moldova"
"2004","9.94","Monaco"
"2004","1.09","Mongolia"
"2004","10.82","Montenegro"
"2004","27.09","Montserrat"
"2004","18.49","Morocco"
"2004","24.07","Mozambique"
"2004","21.64","Namibia"
"2004","15.55","Nepal"
"2004","10.63","Netherlands"
"2004","10.25","Netherlands (Europe)"
"2004","23.37","New Caledonia"
"2004","10.48","New Zealand"
"2004","26.78","Nicaragua"
"2004","28.37","Niger"
"2004","27.57","Nigeria"
"2004","25.84","Niue"
"2004","2.76","North America"
"2004","8.44","North Korea"
"2004","27.55","Northern Mariana Islands"
"2004","1.52","Norway"
"2004","22.09","Oceania"
"2004","28.13","Oman"
"2004","22.14","Pakistan"
"2004","27.89","Palau"
"2004","23.74","Palestina"
"2004","28.07","Palmyra Atoll"
"2004","27.11","Panama"
"2004","24.91","Papua New Guinea"
"2004","23.8","Paraguay"
"2004","20.44","Peru"
"2004","27.09","Philippines"
"2004","8.39","Poland"
"2004","15.46","Portugal"
"2004","26.1","Puerto Rico"
"2004","28.14","Qatar"
"2004","24.09","Reunion"
"2004","9.56","Romania"
"2004","-4.49","Russia"
"2004","20.08","Rwanda"
"2004","27.33","Saint Barthélemy"
